0.117427	0.877060	0.896018	0.837668	0.374443	0.557792	0.041180	0.427540	0.651680	0.283619	0.771481	0.218997	0.834212	0.581445	0.226658	0.740206	0.425736	0.469859	0.008678	0.437248	0.094125	0.107645	0.809556	0.141707	0.082781	0.664388	0.138261	0.026365	0.401711	0.214972	0.332073	0.557717	0.349757	0.905907	0.497982	0.624243	0.323741	0.032031	0.162233	0.171526	0.571472	0.128134	0.675432	0.216459	0.649859	0.560533	0.092042	0.964484	0.399657	0.366964	0.883557	0.300640	0.664385	0.276233	0.962211	0.429757	0.656529	0.977763	0.397164	0.724468	0.864214	0.330394	0.666662	0.474638	0.942481	0.971236	0.121976	0.047632	0.598175	0.903901	0.278504	0.510327	0.858781	0.935765	0.015177	0.346401	0.752492	0.053795	0.539959	0.649404	0.367043	0.360668	0.424312	0.228328	0.391181	0.338092	0.282226	0.695113	0.981289	0.816493	0.747230	0.182786	0.408529	0.421823	0.652895	0.320036	0.803921	0.261517	0.358201	0.496934	
0.376150	0.198688	0.378979	0.106266	0.462540	0.077981	0.386843	0.111600	0.177803	0.802070	0.690880	0.636211	0.531534	0.217206	0.132569	0.431678	0.231740	0.635766	0.536935	0.538563	0.727114	0.176586	0.928524	0.287479	0.353188	0.849001	0.198049	0.878144	0.466077	0.670821	0.115416	0.900214	0.870040	0.340637	0.012542	0.976753	0.139584	0.960080	0.599367	0.356377	0.694085	0.954808	0.810810	0.347041	0.262360	0.435070	0.691565	0.835034	0.806417	0.584559	0.066657	0.441838	0.165100	0.971248	0.347593	0.287133	0.428464	0.197514	0.260012	0.944808	0.297792	0.586166	0.569313	0.237077	0.693010	0.072755	0.495597	0.450145	0.411108	0.081880	0.830344	0.275495	0.345613	0.219281	0.116225	0.206722	0.757491	0.742819	0.225479	0.581869	0.805942	0.470443	0.766469	0.641610	0.457162	0.381389	0.432237	0.120879	0.742053	0.290609	0.718662	0.893598	0.943243	0.428174	0.740981	0.010046	0.999026	0.599038	0.960767	0.148426	
0.660772	0.049720	0.613363	0.498480	0.854058	0.517716	0.875802	0.484301	0.012799	0.437450	0.242717	0.121892	0.278030	0.775560	0.441361	0.199450	0.794593	0.617628	0.040841	0.189025	0.937691	0.221378	0.916593	0.705006	0.064785	0.803881	0.127329	0.063160	0.756212	0.265830	0.123111	0.409549	0.690153	0.314738	0.348582	0.338157	0.992634	0.716478	0.133437	0.104446	0.485173	0.566495	0.341390	0.533254	0.347283	0.479696	0.322093	0.891479	0.631382	0.514969	0.502102	0.283722	0.461389	0.526038	0.624937	0.816663	0.528771	0.182274	0.402351	0.710001	0.098223	0.300466	0.657207	0.704934	0.988912	0.788516	0.818767	0.129394	0.794031	0.061242	0.967299	0.840051	0.820971	0.343017	0.811633	0.546043	0.467986	0.918201	0.370014	0.715723	0.414539	0.710169	0.576044	0.207112	0.786947	0.520042	0.785556	0.454647	0.158653	0.866847	0.355909	0.703423	0.029700	0.365454	0.403799	0.860163	0.159644	0.303940	0.197165	0.640096	
0.306898	0.364717	0.447634	0.483832	0.084806	0.753715	0.456450	0.522148	0.176746	0.187473	0.983174	0.150590	0.345659	0.738630	0.258443	0.468698	0.259919	0.155256	0.833748	0.646964	0.980552	0.208913	0.035247	0.132178	0.941093	0.182234	0.630349	0.077498	0.263799	0.227774	0.103651	0.032805	0.295161	0.563647	0.713828	0.912249	0.352826	0.647688	0.415822	0.469490	0.698137	0.824171	0.717883	0.102171	0.690294	0.088431	0.957213	0.745223	0.315008	0.249857	0.007782	0.480423	0.780263	0.164577	0.976867	0.582651	0.505834	0.466966	0.637543	0.341471	0.522140	0.386470	0.075875	0.156031	0.666649	0.363560	0.091606	0.031605	0.965326	0.275110	0.871981	0.180564	0.810943	0.883289	0.146818	0.518207	0.197088	0.790467	0.531262	0.952389	0.876563	0.451630	0.105994	0.644565	0.781417	0.839836	0.047501	0.890715	0.823072	0.802358	0.895785	0.169570	0.100656	0.233571	0.391389	0.336669	0.167749	0.453735	0.369652	0.448368	
0.488792	0.604435	0.257565	0.316468	0.506310	0.562656	0.005982	0.555832	0.596994	0.080838	0.897975	0.969846	0.934517	0.668667	0.568387	0.271658	0.976896	0.158551	0.546831	0.996566	0.099000	0.562252	0.962537	0.396574	0.282602	0.217489	0.786178	0.099431	0.116440	0.894805	0.922358	0.755739	0.424406	0.898808	0.795004	0.554741	0.056050	0.184819	0.468400	0.747095	0.522672	0.868250	0.723915	0.445896	0.671840	0.193368	0.225772	0.175696	0.530954	0.580581	0.002378	0.134840	0.813920	0.516643	0.958420	0.477089	0.990262	0.047503	0.345786	0.976885	0.950197	0.194180	0.743588	0.085325	0.271069	0.983393	0.745816	0.553308	0.020427	0.627796	0.289552	0.962766	0.089580	0.841195	0.988907	0.275218	0.168695	0.504672	0.920947	0.365462	0.949578	0.509199	0.203184	0.484833	0.809602	0.751653	0.299159	0.957602	0.068706	0.871183	0.777796	0.028454	0.183587	0.781169	0.443635	0.716433	0.828566	0.809529	0.962445	0.431422	
0.962961	0.347361	0.890441	0.780391	0.539615	0.180967	0.851884	0.092171	0.960426	0.901862	0.486036	0.728188	0.832702	0.618069	0.184035	0.806740	0.440667	0.385009	0.458969	0.134421	0.827200	0.199405	0.366407	0.907341	0.613472	0.229210	0.372949	0.406504	0.497813	0.855111	0.613845	0.043706	0.242409	0.953683	0.082702	0.235271	0.134101	0.784640	0.016279	0.168159	0.993029	0.092077	0.709945	0.525643	0.901665	0.727509	0.992609	0.233173	0.630995	0.362202	0.312772	0.980373	0.743659	0.301794	0.723656	0.313772	0.384120	0.521701	0.329583	0.221866	0.695716	0.267935	0.646737	0.082057	0.203856	0.327990	0.024732	0.368198	0.444991	0.536337	0.471806	0.008188	0.844630	0.562202	0.358456	0.335754	0.332215	0.509577	0.439778	0.595870	0.458204	0.227817	0.917730	0.868152	0.092702	0.965448	0.961682	0.692897	0.315124	0.800200	0.993730	0.454801	0.952630	0.825168	0.102598	0.260215	0.069853	0.517912	0.141263	0.925442	
0.171233	0.788537	0.429005	0.281138	0.998368	0.820270	0.197480	0.139231	0.863686	0.678454	0.176006	0.401005	0.881156	0.389329	0.076346	0.626053	0.565051	0.180261	0.419087	0.934513	0.493482	0.973853	0.330354	0.859237	0.850240	0.242665	0.232201	0.139097	0.642159	0.393260	0.581393	0.905886	0.188172	0.688035	0.976525	0.920202	0.861404	0.998251	0.649468	0.168105	0.365978	0.135854	0.317189	0.722605	0.047224	0.684362	0.691201	0.219614	0.387366	0.253783	0.376701	0.280107	0.593146	0.979519	0.620454	0.136489	0.455630	0.296100	0.694301	0.580003	0.542524	0.630529	0.348090	0.690442	0.874746	0.756820	0.028383	0.098367	0.465786	0.760454	0.697572	0.095927	0.416328	0.389817	0.419229	0.035810	0.428157	0.742580	0.459404	0.515834	0.816892	0.747531	0.127029	0.955323	0.707792	0.701268	0.620628	0.282228	0.226073	0.600885	0.239896	0.810413	0.447738	0.571565	0.892940	0.509142	0.404341	0.924895	0.392823	0.584073	
0.243233	0.276707	0.001003	0.112460	0.182322	0.622955	0.478313	0.999019	0.728190	0.989043	0.210234	0.284638	0.727502	0.397937	0.741915	0.513302	0.962641	0.812510	0.780853	0.537976	0.482512	0.505694	0.313290	0.654513	0.468191	0.297567	0.939972	0.868668	0.093617	0.191514	0.415840	0.903929	0.022193	0.715189	0.588414	0.777198	0.377687	0.012445	0.994052	0.886085	0.315697	0.756499	0.755361	0.804324	0.902804	0.529858	0.792919	0.508965	0.719223	0.106203	0.276599	0.098912	0.229781	0.076846	0.056743	0.118982	0.522353	0.821275	0.802873	0.799087	0.611894	0.291881	0.242958	0.299737	0.068689	0.024150	0.076613	0.565643	0.804936	0.526118	0.890577	0.896286	0.739633	0.507383	0.605532	0.718523	0.223802	0.434705	0.918250	0.146685	0.303530	0.108130	0.770263	0.663807	0.340835	0.909283	0.811436	0.016205	0.832508	0.409927	0.076999	0.669667	0.194285	0.932712	0.334311	0.371020	0.294909	0.615411	0.227310	0.727521	
0.001038	0.868117	0.168123	0.543437	0.081677	0.649881	0.603023	0.339291	0.992696	0.403576	0.519248	0.128074	0.094094	0.551209	0.758739	0.768991	0.587701	0.937540	0.265363	0.735795	0.369167	0.740707	0.605955	0.225131	0.721339	0.006855	0.932465	0.621535	0.951413	0.292697	0.257338	0.316499	0.624440	0.336695	0.212047	0.784169	0.937120	0.868068	0.885065	0.907755	0.168768	0.079670	0.767416	0.485064	0.305559	0.622811	0.143914	0.935895	0.232079	0.082533	0.850053	0.268513	0.788821	0.815170	0.963418	0.997713	0.500220	0.724205	0.349097	0.150361	0.761604	0.377853	0.941092	0.133856	0.918038	0.959171	0.037292	0.347994	0.734557	0.942193	0.123709	0.580433	0.190434	0.521342	0.712637	0.417130	0.581342	0.278022	0.748722	0.651733	0.490513	0.203530	0.172319	0.282198	0.550480	0.402003	0.282496	0.191001	0.587039	0.502463	0.292079	0.177470	0.253317	0.710879	0.857148	0.418068	0.265325	0.785717	0.474279	0.155757	
0.090742	0.412976	0.116660	0.618753	0.264589	0.116275	0.071632	0.876321	0.528969	0.171775	0.530275	0.900139	0.550189	0.878825	0.363592	0.363046	0.232765	0.079236	0.464867	0.243569	0.496134	0.448766	0.965372	0.167343	0.425866	0.777915	0.498243	0.560643	0.316322	0.308344	0.599723	0.842395	0.732110	0.040651	0.065329	0.922099	0.388159	0.082296	0.746221	0.199462	0.655298	0.787621	0.297007	0.862372	0.692226	0.100577	0.585208	0.885451	0.422656	0.469110	0.764793	0.589806	0.466996	0.568102	0.124733	0.216647	0.885310	0.358071	0.549898	0.325215	0.213988	0.485384	0.758915	0.446867	0.346617	0.370160	0.821633	0.256023	0.639781	0.869474	0.627030	0.302975	0.602053	0.465925	0.384231	0.332648	0.470349	0.916577	0.372337	0.748872	0.644298	0.012778	0.008883	0.834737	0.461425	0.041672	0.175472	0.635423	0.586124	0.144644	0.635454	0.508469	0.994552	0.580063	0.212784	0.674243	0.188409	0.128966	0.624672	0.214638	
